にじさんじ,1292,1292,1,名詞,固有名詞,一般,*,*,*,にじさんじ,ニジサンジ,ニジサンジ
NIJISANJI,1292,1292,1,名詞,固有名詞,一般,*,*,*,にじさんじ,ニジサンジ,ニジサンジ
メン限,1292,1292,1,名詞,固有名詞,一般,*,*,*,めんげん,メンゲン,メンゲン
